Ciudad Entidad,Departamento Entidad,Fecha,Valor real,Valor Proyectado,Tamaño valor extraño,Similitud de valor,veces la predicción
SAN MARCOS,SUCRE,2023,397.34125203032283,1170.0901658132677,-8.39517187019975,46.20119344458176,913.701113465907
SAN MARTÍN,CESAR,2023,122.66954225055545,203.85178968310353,-1.2316561652342906,6.325074428821942,124.27471182942467
SAN MARTÍN,META,2023,81.89444303278653,142.39975724220278,-0.8767699631230041,7.258012498551054,141.43833666022064
SAN MARTÍN DE LOBA,BOLÍVAR,2023,127.25448566275394,378.27161528170126,-2.7192098537163534,16.140972986629837,956.0166892134811
SAN MATEO,BOYACÁ,2023,5.31540170014743,19.481567096710197,-0.14539469598389998,1.337429371368494,23.007920874048217
SAN MIGUEL,PUTUMAYO,2023,36.525075429002754,331.1356913566584,-2.70390268137207,3.3939617251016188,139.05380189985837
SAN MIGUEL,SANTANDER,2023,10.18262887573252,17.5867683410645,-0.10798782484374322,0.7947253625951685,25.74939914474897
SAN MIGUEL DE SEMA,BOYACÁ,2023,51.22330979987465,164.80941438674927,-1.202970567260142,5.531761472921899,25.427368265577915
SAN ONOFRE,SUCRE,2023,362.645641858206,666.2111325263975,-4.19048675359803,18.727639056928627,368.4961937574772
SAN PABLO,BOLÍVAR,2023,13.823774965325981,60.1808164596558,-0.46035908871697395,2.5028634222099457,30.73971039123824
SAN PABLO,NARIÑO,2023,29.592916183635246,178.28620765805252,-1.4129060518071461,4.649524102695173,114.05646112088303
SAN PABLO DE BORBUR,BOYACÁ,2023,220.29120276718274,203.44819589853293,-0.8063367935251593,2.605945996211083,68.82530079502905
SAN PEDRO,ANTIOQUIA,2023,108.75348721104315,232.3848962783814,-1.538376545623124,5.349347488458673,75.52150361933963
SAN PEDRO,SUCRE,2023,62.685548684481546,181.25817567110056,-1.295594239752808,3.874822835785946,58.47216736865653
SAN PEDRO,VALLE DEL CAUCA,2023,42.980469410735274,109.32969437837596,-0.7591234587412635,6.600818069541013,41.845005005425506
SAN PEDRO DE CARTAGO,NARIÑO,2023,34.87654785026701,157.8792859375477,-1.213714965743891,7.8681938260278415,68.07468345185028
SAN PEDRO DE URABA,ANTIOQUIA,2023,51.76044162168244,382.7936250209807,-3.0845059712767755,17.3397893346363,56.10281308029515
SAN PELAYO,CÓRDOBA,2023,44.513998081722676,379.54922480583207,-3.08777981118904,19.060405232796075,88.99238702292757
SAN RAFAEL,ANTIOQUIA,2023,74.62152650913688,513.7607686281203,-4.117561484814145,22.21983661052162,157.90394752543946
